id_node,id,type,log_creation_time,catch_time,after_preprocess_time,server_catch_time,completion_time,size,id_server
kp98m,14,vectorized_logs,1710350503.037377,1710350503.0377095,1710350503.0573943,1710350503.1013997,1710350503.1014814,30832,rdffx
mhr2k,15,vectorized_logs,1710350503.0657866,1710350503.0661528,1710350503.0868018,1710350503.1148813,1710350503.1150162,30848,rdffx
8vxwv,16,vectorized_logs,1710350503.0689268,1710350503.069298,1710350503.0883214,1710350503.1174147,1710350503.1175015,30821,rdffx
9jqpk,15,vectorized_logs,1710350503.0707161,1710350503.0710406,1710350503.0906737,1710350503.119999,1710350503.1200747,30848,rdffx
bkq55,14,vectorized_logs,1710350503.0698311,1710350503.0702531,1710350503.094825,1710350503.1336207,1710350503.1337328,30832,rdffx
g8zs6,15,vectorized_logs,1710350503.0785205,1710350503.0788364,1710350503.0979326,1710350503.1367915,1710350503.136874,30848,rdffx
n56h5,14,vectorized_logs,1710350503.078036,1710350503.0783396,1710350503.0975819,1710350503.13867,1710350503.1387596,30832,rdffx
pdq5j,15,vectorized_logs,1710350503.0843596,1710350503.0846841,1710350503.104226,1710350503.141282,1710350503.1413646,30848,rdffx
5kqvf,16,vectorized_logs,1710350503.0870488,1710350503.0873497,1710350503.1070375,1710350503.1437812,1710350503.1438572,30821,rdffx
fccqc,15,vectorized_logs,1710350503.085669,1710350503.0859873,1710350503.1077895,1710350503.146372,1710350503.1464522,30848,rdffx
kp98m,15,vectorized_logs,1710350503.088208,1710350503.0889666,1710350503.1144161,1710350503.1598387,1710350503.1599302,30848,rdffx
mhr2k,16,vectorized_logs,1710350503.116811,1710350503.1172822,1710350503.137684,1710350503.173403,1710350503.1735218,30821,rdffx
8vxwv,17,vectorized_logs,1710350503.1195555,1710350503.1199555,1710350503.1389084,1710350503.1758072,1710350503.175888,30841,rdffx
9jqpk,16,vectorized_logs,1710350503.1212502,1710350503.1215963,1710350503.14122,1710350503.178377,1710350503.1784828,30821,rdffx
bkq55,15,vectorized_logs,1710350503.1206863,1710350503.1211505,1710350503.1472452,1710350503.18095,1710350503.1810527,30848,rdffx
g8zs6,16,vectorized_logs,1710350503.1295443,1710350503.1298487,1710350503.1487699,1710350503.183513,1710350503.1835883,30821,rdffx
n56h5,15,vectorized_logs,1710350503.1285203,1710350503.1289136,1710350503.1484616,1710350503.1860726,1710350503.1861491,30848,rdffx
pdq5j,16,vectorized_logs,1710350503.135141,1710350503.1354783,1710350503.1551979,1710350503.1996593,1710350503.1997545,30821,rdffx
5kqvf,17,vectorized_logs,1710350503.137538,1710350503.137821,1710350503.1575735,1710350503.2021654,1710350503.2022407,30841,rdffx
fccqc,16,vectorized_logs,1710350503.1362836,1710350503.136682,1710350503.1580873,1710350503.2048995,1710350503.2050319,30821,rdffx
kp98m,16,vectorized_logs,1710350503.1394649,1710350503.1398726,1710350503.161456,1710350503.2073505,1710350503.2074268,30821,rdffx
mhr2k,17,vectorized_logs,1710350503.167366,1710350503.1679952,1710350503.189019,1710350503.2207768,1710350503.2209334,30841,rdffx
8vxwv,18,vectorized_logs,1710350503.1702456,1710350503.1706595,1710350503.1895106,1710350503.2232797,1710350503.2233663,30677,rdffx
9jqpk,17,vectorized_logs,1710350503.1718462,1710350503.1722224,1710350503.191471,1710350503.2258503,1710350503.2259302,30841,rdffx
n56h5,16,vectorized_logs,1710350503.1789746,1710350503.1793435,1710350503.1992714,1710350503.2397368,1710350503.239977,30821,rdffx
g8zs6,17,vectorized_logs,1710350503.1800907,1710350503.1804702,1710350503.1994374,1710350503.242003,1710350503.2421982,30841,rdffx
bkq55,16,vectorized_logs,1710350503.171989,1710350503.1724133,1710350503.1994345,1710350503.244555,1710350503.2447433,30821,rdffx
pdq5j,17,vectorized_logs,1710350503.1858387,1710350503.1861541,1710350503.2058115,1710350503.247205,1710350503.2473717,30841,rdffx
5kqvf,18,vectorized_logs,1710350503.188022,1710350503.1883197,1710350503.2076778,1710350503.2496824,1710350503.2498043,30677,rdffx
fccqc,17,vectorized_logs,1710350503.1869795,1710350503.1873708,1710350503.2091,1710350503.252235,1710350503.2523541,30841,rdffx
kp98m,17,vectorized_logs,1710350503.1901734,1710350503.190613,1710350503.2128203,1710350503.254846,1710350503.2549527,30841,rdffx
8vxwv,19,vectorized_logs,1710350503.2210925,1710350503.2214935,1710350503.240659,1710350503.2788744,1710350503.279108,30582,rdffx
mhr2k,18,vectorized_logs,1710350503.218107,1710350503.2187867,1710350503.2417707,1710350503.2816577,1710350503.2818162,30677,rdffx
9jqpk,18,vectorized_logs,1710350503.222673,1710350503.223052,1710350503.2433836,1710350503.2842107,1710350503.284308,30677,rdffx
bkq55,17,vectorized_logs,1710350503.2226348,1710350503.2230096,1710350503.2489479,1710350503.2867427,1710350503.2868383,30841,rdffx
g8zs6,18,vectorized_logs,1710350503.2307203,1710350503.2310781,1710350503.250175,1710350503.2893276,1710350503.2894104,30677,rdffx
n56h5,17,vectorized_logs,1710350503.2304409,1710350503.2308192,1710350503.2524328,1710350503.2918923,1710350503.2919905,30841,rdffx
pdq5j,18,vectorized_logs,1710350503.2368102,1710350503.237152,1710350503.2565806,1710350503.2944388,1710350503.294516,30677,rdffx
5kqvf,19,vectorized_logs,1710350503.2388573,1710350503.2391515,1710350503.2587051,1710350503.2967203,1710350503.2967958,30582,rdffx
fccqc,18,vectorized_logs,1710350503.237604,1710350503.237936,1710350503.2599247,1710350503.3039386,1710350503.3040297,30677,rdffx
kp98m,18,vectorized_logs,1710350503.247185,1710350503.247744,1710350503.2702336,1710350503.3129346,1710350503.313059,30677,rdffx
